Vernier Format 2
glaL4_A_8.cmbl 09.04.2019 10:41:18 .
Latest
Wavelength	Intensity
λ	I
nm	rel

569.467914055	0.001
569.725240924	0.001
569.98255912	0.001
570.239868642	0.001
570.497169489	0.001
570.754461662	0.001
571.011745159	0.001
571.269019981	0.001
571.526286126	0.001
571.783543594	0.001
572.040792384	0.001
572.298032497	0.001
572.55526393	0.001
572.812486685	0.001
573.06970076	0.001
573.326906155	0.001
573.584102869	0.001
573.841290902	0.001
574.098470253	0.001
574.355640922	0.001
574.612802908	0.001
574.86995621	0.001
575.127100828	0.001
575.384236762	0.001
575.641364011	0.001
575.898482575	0.001
576.155592452	0.001
576.412693643	0.001
576.669786147	0.001
576.926869962	0.001
577.18394509	0.001
577.441011529	0.001
577.698069278	0.001
577.955118338	0.001
578.212158708	0.001
578.469190386	0.001
578.726213373	0.001
578.983227668	0.001
579.24023327	0.001
579.49723018	0.001
579.754218396	0.001
580.011197917	0.001
580.268168744	0.001
580.525130876	0.001
580.782084312	0.001
