Vernier Format 2
glaL4_A_8.cmbl 09.04.2019 10:41:18 .
Latest
Wavelength	Intensity
λ	I
nm	rel

415.889003517	0.001
416.151362526	0.001
416.413713178	0.001
416.676055474	0.001
416.938389411	0.001
417.200714991	0.001
417.463032212	0.001
417.725341073	0.001
417.987641575	0.001
418.249933717	0.001
418.512217497	0.001
418.774492917	0.001
419.036759974	0.001
419.299018669	0.001
419.561269001	0.001
419.82351097	0.001
420.085744574	0.001
420.347969814	0.001
420.610186689	0.001
420.872395198	0.001
421.134595341	0.001
421.396787117	0.001
421.658970526	0.001
421.921145567	0.001
422.18331224	0.001
422.445470544	0.001
422.707620478	0.001
422.969762043	0.001
423.231895237	0.001
423.49402006	0.001
423.756136512	0.001
424.018244591	0.001
424.280344298	0.001
424.542435632	0.001
424.804518592	0.001
425.066593177	0.001
425.328659388	0.001
425.590717224	0.001
425.852766684	0.001
426.114807767	0.001
426.376840474	0.001
426.638864803	0.001
426.900880754	0.001
427.162888327	0.001
427.42488752	0.001
427.686878334	0.001
427.948860768	0.001
428.210834821	0.001
428.472800493	0.001
428.734757784	0.001
428.996706692	0.001
429.258647217	0.001
429.520579359	0.001
429.782503117	0.001
430.044418491	0.001
430.306325479	0.001
430.568224082	0.001
430.8301143	0.001
431.09199613	0.001
431.353869574	0.001
431.61573463	0.001
431.877591297	0.001
432.139439576	0.001
432.401279466	0.001
432.663110966	0.001
432.924934076	0.001
433.186748795	0.001
433.448555122	0.001
433.710353058	0.001
433.972142601	0.001
434.233923751	0.001
434.495696508	0.001
434.75746087	0.001
435.019216838	0.001
435.280964411	0.001
435.542703589	0.001
435.80443437	0.001
436.066156754	0.001
436.327870741	0.001
436.58957633	0.001
436.851273521	0.001
437.112962313	0.001
437.374642706	0.001
437.636314698	0.001
437.89797829	0.001
438.159633481	0.001
438.421280271	0.001
438.682918659	0.001
438.944548643	0.001
439.206170225	0.001
439.467783403	0.001
439.729388177	0.001
439.990984546	0.001
440.252572509	0.001
440.514152067	0.001
440.775723219	0.001
441.037285963	0.001
441.2988403	0.001
441.560386229	0.001
441.82192375	0.001
442.083452862	0.001
442.344973563	0.001
442.606485855	0.001
442.867989736	0.001
443.129485206	0.001
443.390972264	0.001
443.65245091	0.001
443.913921143	0.001
444.175382963	0.001
444.436836369	0.001
444.698281361	0.001
444.959717937	0.001
445.221146098	0.001
445.482565843	0.001
445.743977172	0.001
446.005380083	0.001
446.266774577	0.001
446.528160652	0.001
446.789538309	0.001
447.050907547	0.001
447.312268364	0.001
447.573620762	0.001
447.834964739	0.001
448.096300294	0.001
448.357627427	0.001
448.618946138	0.001
448.880256426	0.001
449.14155829	0.001
449.402851731	0.001
449.664136747	0.001
449.925413337	0.001
450.186681502	0.001
450.447941241	0.001
450.709192553	0.001
450.970435437	0.001
451.231669894	0.001
451.492895923	0.001
451.754113523	0.001
452.015322693	0.001
452.276523433	0.001
452.537715743	0.001
452.798899622	0.001
453.060075069	0.001
453.321242084	0.001
453.582400666	0.001
453.843550816	0.001
454.104692531	0.001
454.365825813	0.001
454.626950659	0.001
454.88806707	0.001
455.149175046	0.001
455.410274585	0.001
455.671365687	0.001
455.932448352	0.001
456.193522578	0.001
456.454588366	0.001
456.715645715	0.001
456.976694625	0.001
457.237735094	0.001
457.498767123	0.001
457.75979071	0.001
458.020805856	0.001
458.281812559	0.001
458.54281082	0.001
458.803800637	0.001
459.06478201	0.001
459.325754939	0.001
459.586719423	0.001
459.847675462	0.001
460.108623054	0.001
460.3695622	0.001
460.630492899	0.001
460.89141515	0.001
461.152328953	0.001
461.413234307	0.001
461.674131212	0.001
461.935019667	0.001
462.195899672	0.001
462.456771226	0.001
462.717634329	0.001
462.97848898	0.001
463.239335178	0.001
463.500172923	0.001
463.761002215	0.001
464.021823052	0.001
464.282635435	0.001
464.543439363	0.001
464.804234836	0.001
465.065021852	0.001
465.325800411	0.001
465.586570513	0.001
465.847332157	0.001
466.108085343	0.001
466.36883007	0.001
466.629566337	0.001
466.890294145	0.001
467.151013492	0.001
467.411724378	0.001
467.672426802	0.001
467.933120765	0.001
468.193806264	0.001
468.454483301	0.001
468.715151874	0.001
468.975811982	0.001
469.236463626	0.001
469.497106804	0.001
469.757741517	0.001
470.018367763	0.00105245667404
470.278985542	0.00106120191965
470.539594854	0.001
470.800195698	0.001
471.060788073	0.00117926273543
471.321371979	0.001
471.581947416	0.00112241863894
471.842514382	0.001
472.103072878	0.0011617722442
472.363622902	0.00101747569158
472.624164455	0.00102184831439
472.884697536	0.00118800798105
473.145222143	0.00133230453367
473.405738278	0.00138477600735
473.666245938	0.00131918666525
473.926745124	0.00124047945473
474.187235835	0.00131918666525
474.44771807	0.00153781780559
474.70819183	0.00169523222663
474.968657113	0.00151595469156
475.229113919	0.00166462386699
475.489562247	0.00164276075295
475.750002097	0.00159466190208
476.010433468	0.00191823598978
476.27085636	0.00200568844592
476.531270772	0.00194884434943
476.791676704	0.00187888238452
477.052074155	0.0021237492617
477.312463125	0.00222431958626
477.572843612	0.00239485187572
477.833215617	0.00229428155116
478.09357914	0.00238610663011
478.353934178	0.00249979482308
478.614280733	0.00247793170905
478.874618803	0.0025129126915
479.134948388	0.00252165793712
479.395269487	0.00261348301606
479.6555821	0.0028321141564
479.915886226	0.00303762742832
480.176181865	0.00279713317395
480.436469016	0.00285834989324
480.696747678	0.00306823578797
480.957017852	0.00312070726165
481.217279536	0.00341804561251
481.477532731	0.00356234216513
481.737777435	0.0035404790511
481.998013648	0.00391652461248
482.258241369	0.00402584018265
482.518460598	0.00396462346336
482.778671334	0.00396462346336
483.038873578	0.00433192377913
483.299067327	0.00446310246333
483.559252583	0.00439314049843
483.819429343	0.00472983245455
484.079597608	0.00511025063874
484.339757378	0.00529390079662
484.599908651	0.00535511751592
484.860051427	0.00535949013873
485.120185705	0.00581861553344
485.380311486	0.00612032650711
485.640428768	0.0061159538843
485.90053755	0.00624713256851
486.160637834	0.00663629599831
486.420729617	0.00654884354217
486.680812899	0.00673249370006
486.94088768	0.00695549746321
487.20095396	0.00738838712108
487.461011737	0.00776443268246
487.721061011	0.00803990791929
487.981101782	0.00814047824385
488.241134049	0.00831538315612
488.501157812	0.00852089642804
488.76117307	0.00918990771748
489.021179822	0.00936044000694
489.281178068	0.0098458011385
489.541167807	0.0102393371911
489.80114904	0.0105323029192
490.061121764	0.0108515043841
490.321085981	0.0112756487963
490.581041689	0.0116254586209
490.840988887	0.0120583482787
491.100927576	0.0124081581033
491.360857755	0.0128497930068
491.620779422	0.0131208956208
491.880692578	0.0134619601997
492.140597222	0.0140041654278
492.400493354	0.0145288801646
492.660380973	0.0149311614628
492.920260078	0.0155695643926
493.180130669	0.0160111992961
493.439992746	0.0165184235417
493.699846307	0.0168594881206
493.959691353	0.0175372446556
494.219527882	0.0183724156117
494.479355895	0.0189015029714
494.73917539	0.0194611986906
494.998986368	0.0202395255502
495.258788827	0.0206899056993
495.518582767	0.021398270594
495.778368188	0.0221416164712
496.038145088	0.0230948482431
496.297913469	0.023820703629
496.557673328	0.0247083460588
496.817424666	0.0253336311202
497.077167481	0.0262037830587
497.336901774	0.0269996004095
497.596627544	0.0275855318657
497.85634479	0.0286437065849
498.116053511	0.0297237444182
498.375753708	0.0308387632339
498.63544538	0.0318357212339
498.895128526	0.0326402838303
499.154803145	0.0335803977338
499.414469237	0.0348703214618
499.674126802	0.0362433250231
499.933775839	0.0374195605581
500.193416347	0.0385476972423
500.453048326	0.0396714613036
500.712671776	0.0409876207685
500.972286695	0.0418883810667
501.231893084	0.0435149967508
501.491490942	0.0446037798297
501.751080267	0.0463528289524
502.010661061	0.0476777336629
502.270233321	0.0493130945926
502.529797049	0.050480584882
502.789352242	0.0522077708907
503.048898901	0.0536900900222
503.308437025	0.0549319148993
503.567966613	0.057043891715
503.827487665	0.0585961728114
504.087000181	0.0603802029166
504.34650416	0.0618144231972
504.6059996	0.0635765901884
504.865486503	0.0651070081708
505.124964867	0.066458148618
505.384434692	0.0685438896969
505.643895977	0.0702798209512
505.903348721	0.072208147609
506.162792925	0.0739265883721
506.422228587	0.0765545346789
506.681655708	0.0785134696964
506.941074286	0.0800701234156
507.200484321	0.0825931267751
507.459885812	0.0846307690031
507.719278759	0.0866071945118
507.978663162	0.0887847606695
508.238039019	0.0910891328887
508.497406331	0.0926414139851
508.756765096	0.094770881292
509.016115315	0.0977442648007
509.275456986	0.0996769640813
509.53479011	0.101535328774
509.794114685	0.103424301827
510.053430711	0.106095974362
510.312738188	0.108269167897
510.572037115	0.109729623914
510.831327491	0.111745403028
511.090609317	0.113546923624
511.34988259	0.115505858642
511.609147312	0.118614793457
511.868403481	0.119935325545
512.127651096	0.121885515317
512.386890158	0.123053005606
512.646120666	0.124614031948
512.905342619	0.126450533527
513.164556016	0.127823537089
513.423760858	0.129677529159
513.682957143	0.131395969922
513.942144872	0.132978859378
514.201324042	0.134819733579
514.460494655	0.135641786667
514.719656709	0.137688174141
514.978810204	0.140788363711
515.23795514	0.141588553684
515.497091515	0.141649770404
515.75621933	0.142318781693
516.015338583	0.143075245439
516.274449275	0.14306212757
516.533551404	0.145309655693
516.792644971	0.146857564167
517.051729974	0.14801630921
517.310806413	0.148309274938
517.569874287	0.148956423114
517.828933597	0.149529236702
518.087984341	0.148829617052
518.34702652	0.148571632307
518.606060131	0.148562887061
518.865085175	0.147775814956
519.124101652	0.148095016421
519.383109561	0.147920111509
519.6421089	0.147972582982
519.901099671	0.148081898552
520.160081872	0.148116879535
520.419055502	0.148479807228
520.678020561	0.14746973136
520.93697705	0.146647678272
521.195924966	0.146949389246
521.454864309	0.146962507114
521.71379508	0.14627163271
521.972717277	0.14572505486
522.2316309	0.145668210763
522.490535948	0.144833039807
522.749432421	0.14337258379
523.008320319	0.142961557246
523.26719964	0.141076956816
523.526070384	0.139612128176
523.784932551	0.138090455439
524.04378614	0.137242166614
524.302631151	0.135904144036
524.561467583	0.135012128983
524.820295436	0.133910228036
525.079114708	0.133634752799
525.3379254	0.132554714966
525.596727511	0.131413460413
525.85552104	0.129979240132
526.114305987	0.128483803132
526.373082352	0.126603575325
526.631850133	0.123704526405
526.890609331	0.123547111984
527.149359944	0.121693119913
527.408101972	0.120416314054
527.666835415	0.1189296223
527.925560272	0.117687797422
528.184276543	0.116397873694
528.442984227	0.114981143905
528.701683323	0.114014794265
528.960373832	0.112847303975
529.219055751	0.112252627274
529.477729082	0.110647874704
529.736393823	0.109432285563
529.995049974	0.10807239987
530.253697534	0.106432666318
530.512336503	0.105212704555
530.77096688	0.103809092634
531.029588665	0.102164986458
531.288201856	0.100870690108
531.546806455	0.0998518689935
531.80540246	0.0989598539409
532.06398987	0.0975431241515
532.322568685	0.0962444551779
532.581138904	0.0949938850552
532.839700528	0.0938744936166
533.098253555	0.0929781059413
533.356797985	0.0917493989325
533.615333817	0.0903632775028
533.873861051	0.0893094754064
534.132379686	0.0882294375731
534.390889722	0.0871625176082
534.649391158	0.0859206927311
534.907883994	0.0849587157136
535.166368228	0.0844952176961
535.424843862	0.0828511115207
535.683310893	0.0819722143366
535.941769322	0.0815655604155
536.200219148	0.0801575758717
536.45866037	0.0791081463981
536.717092989	0.0784172719946
536.975517002	0.0766376145123
537.23393241	0.0750022535825
537.492339213	0.0747530140825
537.75073741	0.0742763981966
538.009126999	0.0735505428107
538.267507982	0.0726891361177
538.525880356	0.0713904671441
538.784244122	0.0703410376705
539.042599279	0.069877539653
539.300945827	0.0686182242846
539.559283765	0.0676037757934
539.817613092	0.0666374261531
540.075933808	0.0661914186268
540.334245912	0.0651201260392
540.592549405	0.0640925596796
540.850844284	0.0632267803638
541.109130551	0.0623347653112
541.367408204	0.0615608110744
541.625677242	0.0604720279955
541.883937666	0.0595013057324
542.142189474	0.0591995947588
542.400432666	0.0577522566097
542.658667242	0.0569608118817
542.916893201	0.0562611922326
543.175110542	0.0556009261888
543.433319266	0.0547001658906
543.691519371	0.0535283029784
543.949710856	0.0524745008819
544.207893722	0.0519585313907
544.466067968	0.0514075809171
544.724233594	0.0510708889609
544.982390597	0.050209482268
545.24053898	0.04916879804
545.498678739	0.0482505472506
545.756809876	0.047244844005
546.01493239	0.0466807756629
546.27304628	0.0463878099349
546.531151545	0.0459199392945
546.789248185	0.0451940839086
547.047336199	0.044258342628
547.305415588	0.0439478864087
547.56348635	0.0432876203649
547.821548485	0.0428678485754
548.079601992	0.0420370502421
548.337646871	0.0412762138737
548.595683121	0.0406902824176
548.853710742	0.0397151875317
549.111729733	0.0390330583738
549.369740093	0.0386701306809
549.627741823	0.0378918038213
549.885734921	0.0374764046546
550.143719388	0.0374064426897
550.401695222	0.0365537812424
550.659662422	0.0354125266898
550.91762099	0.0354956065231
551.175570923	0.0349227929355
551.433512221	0.0340788767337
551.691444885	0.0334710821636
551.949368912	0.0328195613654
552.207284303	0.0322729835145
552.465191058	0.0315208923918
552.723089175	0.0313066338742
552.980978654	0.0309393335585
553.238859495	0.0301260257164
553.496731697	0.0295269763919
553.75459526	0.0289104365761
554.012450182	0.0283726039709
554.270296464	0.0278085356288
554.528134105	0.0276598664534
554.785963105	0.027056444506
555.043783462	0.0266148096025
555.301595176	0.0265667107517
555.559398247	0.0259064447078
555.817192675	0.0253248858745
556.074978458	0.0248832509711
556.332755596	0.0245640495062
556.590524089	0.0241617682079
556.848283936	0.023663289208
557.106035137	0.0235146200325
557.363777691	0.0230948482431
557.621511597	0.0224564453133
557.879236855	0.0219842020502
558.136953465	0.022010437787
558.394661425	0.021490095673
558.652360736	0.0210265976555
558.910051396	0.0204319209537
559.167733406	0.0203007422695
559.425406765	0.0201695635853
559.683071472	0.0196142404889
559.940727526	0.018818423138
560.198374928	0.0185298300328
560.456013676	0.0182499821732
560.71364377	0.0181756475854
560.97126521	0.0175765982609
561.228877995	0.0175853435065
561.486482124	0.0169381953311
561.744077597	0.0167195641908
562.001664414	0.016579640261
562.259242573	0.016330400761
562.516812075	0.0162560661733
562.774372918	0.0157969407785
563.031925103	0.0153028344014
563.289468628	0.0148393363839
563.547003494	0.0147300208137
563.804529699	0.0142009334541
564.062047243	0.0141484619804
564.319556126	0.0143058764014
564.577056347	0.0138117700243
564.834547905	0.013365762498
565.092030801	0.0131558766032
565.349505032	0.0127448500594
565.6069706	0.0123556866296
565.864427503	0.0123381961384
566.121875741	0.0121239376208
566.379315313	0.0118440897612
566.636746219	0.0118528350068
566.894168457	0.0114724168226
567.151582029	0.0112537856823
567.408986933	0.0109520747086
567.666383168	0.0106547363578
567.923770735	0.0104885766911
568.181149632	0.0104492230858
568.438519859	0.0101300216209
568.695881415	0.00971462245429
568.9532343	0.00945226508589
569.210578514	0.00943477459466
569.467914055	0.00927298755081
569.725240924	0.00906747427889
569.98255912	0.00881386215609
570.239868642	0.00876139068241
570.497169489	0.0086258393754
570.754461662	0.00842032610348
571.011745159	0.00830663791051
571.269019981	0.00820169496314
571.526286126	0.00800055431403
571.783543594	0.00788249349825
572.040792384	0.00765074448949
572.298032497	0.00744960384037
572.55526393	0.00741025023511
572.812486685	0.00730530728775
573.06970076	0.0068899081211
573.326906155	0.00681120091058
573.584102869	0.00685492713865
573.841290902	0.00654447091937
574.098470253	0.00640454698955
574.355640922	0.00629960404219
574.612802908	0.00629523141938
574.86995621	0.00604161929659
575.127100828	0.00602412880536
575.384236762	0.00594104897203
575.641364011	0.00559561177029
575.898482575	0.00559561177029
576.155592452	0.00574428094572
576.412693643	0.00549504144574
576.669786147	0.00537260800715
576.926869962	0.00529827341943
577.18394509	0.0050840149019
577.441011529	0.00503154342822
577.698069278	0.00496158146331
577.955118338	0.00483914802472
578.212158708	0.00472983245455
578.469190386	0.00465987048964
578.726213373	0.00456367278789
578.983227668	0.00433192377913
579.24023327	0.00420074509493
579.49723018	0.00419637247212
579.754218396	0.00402584018265
580.011197917	0.00400834969143
580.268168744	0.00396899608617
580.525130876	0.00393838772652
580.782084312	0.00386842576161
581.039029052	0.00380720904231
581.295965095	0.00400834969143
581.552892441	0.00371101134057
581.809811089	0.00357983265636
582.066721038	0.00347051708619
582.323622289	0.00354485167391
582.58051484	0.0034136729897
582.83739869	0.00326937643708
583.094273841	0.00327812168269
583.35114029	0.00313382513007
583.607998038	0.00294142972657
583.864847083	0.00314257037568
584.121687426	0.00280587841956
584.378519066	0.00283648677921
584.635342001	0.00295454759499
584.892156233	0.00273591645465
585.14896176	0.002705308095
585.405758581	0.00262222826167
585.662546696	0.00265283662132
585.919326105	0.00252603055992
586.176096807	0.00259599252483
586.432858801	0.00237298876169
586.689612088	0.00247793170905
586.946356665	0.0025129126915
587.203092534	0.00234675302485
587.459819693	0.0024473233494
587.716538142	0.00248230433186
587.97324788	0.00230739941958
588.229948906	0.00215435762135
588.486641221	0.00211937663889
588.743324824	0.00215435762135
588.999999714	0.00214123975293
589.25666589	0.00211063139328
589.513323352	0.00227679105994
589.7699721	0.00209314090205
590.026612133	0.00195321697223
590.28324345	0.00198382533188
590.539866051	0.00184827402487
590.796479936	0.00188762763013
591.053085103	0.00184827402487
591.309681553	0.00189637287575
591.566269284	0.00149409157752
591.822848297	0.00162527026173
592.07941859	0.00159028927927
592.335980163	0.0015465630512
592.592533017	0.00171272271786
592.849077149	0.00152907255998
593.105612559	0.00143724748103
593.362139248	0.00144599272665
593.618657214	0.00149409157752
593.875166457	0.00125359732315
594.131666977	0.00136728551612
594.388158772	0.00134104977928
594.644641843	0.00123610683192
594.901116189	0.00125359732315
595.157581808	0.00143287485823
595.414038702	0.00124922470034
595.670486869	0.00111367339333
595.926926308	0.00121861634069
596.183357019	0.00127546043718
596.439779002	0.00115302699859
596.696192256	0.00111367339333
596.952596781	0.00113990913017
597.208992576	0.00100873044597
597.46537964	0.001
597.721757972	0.00113116388456
597.978127574	0.00102622093719
598.234488443	0.001
598.490840579	0.00103496618281
598.747183982	0.00110055552491
599.003518652	0.00113116388456
599.259844587	0.00108743765649
599.516161787	0.001
599.772470252	0.00106994716526
600.02876998	0.001
600.285060973	0.001
600.541343228	0.001
600.797616746	0.00100435782316
601.053881526	0.001
601.310137567	0.001
601.566384869	0.001
601.822623432	0.001
602.078853254	0.001
602.335074335	0.001
602.591286676	0.001
602.847490274	0.001
603.10368513	0.001
603.359871243	0.001
603.616048613	0.001
603.872217239	0.001
604.12837712	0.001
604.384528256	0.001
604.640670647	0.001
604.896804291	0.001
605.152929189	0.001
605.40904534	0.001
605.665152743	0.001
605.921251397	0.001
606.177341303	0.001
606.43342246	0.001
606.689494867	0.001
606.945558523	0.001
607.201613429	0.001
607.457659583	0.001
607.713696985	0.001
607.969725634	0.001
608.225745531	0.001
608.481756674	0.001
608.737759062	0.001
608.993752696	0.001
609.249737575	0.001
609.505713698	0.001
609.761681065	0.001
610.017639675	0.001
610.273589527	0.001
610.529530622	0.001
610.785462958	0.001
611.041386536	0.001
611.297301353	0.001
611.553207411	0.001
611.809104708	0.001
612.064993244	0.001
612.320873019	0.001
612.576744031	0.001
612.832606281	0.001
613.088459767	0.001
613.344304489	0.001
613.600140448	0.001
613.855967641	0.001
614.111786069	0.001
614.367595731	0.001
614.623396626	0.001
614.879188755	0.001
615.134972116	0.001
615.390746709	0.001
615.646512533	0.001
615.902269588	0.001
616.158017874	0.001
616.413757389	0.001
616.669488134	0.001
616.925210107	0.001
617.180923308	0.001
617.436627737	0.001
617.692323393	0.001
617.948010276	0.001
618.203688385	0.001
618.459357719	0.001
618.715018278	0.001
618.970670062	0.001
619.226313069	0.001
619.4819473	0.001
619.737572754	0.001
619.99318943	0.001
620.248797328	0.001
620.504396447	0.001
620.759986786	0.001
621.015568346	0.001
621.271141125	0.001
621.526705124	0.001
621.782260341	0.001
622.037806776	0.001
622.293344428	0.001
622.548873297	0.001
622.804393383	0.001
623.059904685	0.001
623.315407201	0.001
623.570900933	0.001
623.826385879	0.001
624.081862039	0.001
624.337329411	0.001
624.592787997	0.001
624.848237794	0.001
625.103678803	0.001
625.359111023	0.001
625.614534454	0.001
625.869949095	0.001
626.125354945	0.001
626.380752003	0.001
626.636140271	0.001
626.891519746	0.001
627.146890428	0.001
627.402252317	0.001
627.657605412	0.001
627.912949713	0.001
628.168285219	0.001
628.42361193	0.001
628.678929845	0.001
628.934238963	0.001
629.189539284	0.001
629.444830808	0.001
629.700113533	0.001
629.95538746	0.001
630.210652588	0.001
630.465908916	0.001
630.721156444	0.001
630.976395171	0.001
631.231625097	0.001
631.486846221	0.001
631.742058543	0.001
631.997262062	0.001
632.252456777	0.001
632.507642688	0.001
632.762819795	0.001
633.017988097	0.001
633.273147593	0.001
633.528298283	0.001
633.783440167	0.001
634.038573243	0.001
634.293697512	0.001
634.548812972	0.001
634.803919623	0.001
635.059017466	0.001
635.314106498	0.001
635.56918672	0.001
635.824258131	0.001
636.07932073	0.001
636.334374518	0.001
636.589419492	0.001
636.844455654	0.001
637.099483002	0.001
637.354501536	0.001
637.609511256	0.001
637.86451216	0.001
638.119504248	0.001
638.37448752	0.001
638.629461975	0.001
638.884427613	0.001
639.139384433	0.001
639.394332435	0.001
639.649271617	0.001
639.90420198	0.001
640.159123523	0.001
640.414036246	0.001
640.668940147	0.001
640.923835226	0.001
641.178721484	0.001
641.433598918	0.001
641.68846753	0.001
641.943327317	0.001
642.198178281	0.001
642.453020419	0.001
642.707853732	0.001
642.962678219	0.001
643.21749388	0.001
643.472300713	0.001
643.727098719	0.001
643.981887897	0.001
644.236668246	0.001
644.491439766	0.001
644.746202457	0.001
645.000956317	0.001
645.255701346	0.001
645.510437545	0.001
645.765164911	0.001
646.019883445	0.001
646.274593146	0.001
646.529294013	0.001
646.783986047	0.001
647.038669246	0.001
647.29334361	0.001
647.548009138	0.001
647.802665831	0.001
648.057313686	0.001
648.311952705	0.001
648.566582885	0.001
648.821204228	0.001
649.075816731	0.001
649.330420396	0.001
649.58501522	0.001
649.839601204	0.001
650.094178347	0.001
650.348746649	0.001
650.603306108	0.001
650.857856725	0.001
651.112398499	0.001
651.366931429	0.001
651.621455515	0.001
651.875970757	0.001
652.130477153	0.001
652.384974703	0.001
652.639463407	0.001
652.893943265	0.001
653.148414275	0.001
653.402876436	0.001
653.65732975	0.001
653.911774215	0.001
654.16620983	0.001
654.420636594	0.001
654.675054509	0.001
654.929463572	0.001
655.183863784	0.001
655.438255143	0.001
655.69263765	0.001
655.947011303	0.001
656.201376102	0.001
656.455732048	0.001
656.710079138	0.001
656.964417373	0.001
657.218746752	0.001
657.473067274	0.001
657.72737894	0.001
657.981681748	0.001
658.235975697	0.001
658.490260788	0.001
658.74453702	0.001
658.998804393	0.001
659.253062905	0.001
659.507312556	0.001
659.761553346	0.001
660.015785274	0.001
660.27000834	0.001
660.524222543	0.001
660.778427882	0.001
661.032624357	0.001
661.286811968	0.001
661.540990714	0.001
661.795160594	0.001
662.049321608	0.001
662.303473756	0.001
662.557617036	0.001
662.811751448	0.001
663.065876992	0.001
663.319993668	0.001
663.574101474	0.001
663.82820041	0.001
664.082290476	0.001
664.33637167	0.001
664.590443994	0.001
664.844507445	0.001
665.098562023	0.001
665.352607729	0.001
665.606644561	0.001
665.860672519	0.001
666.114691602	0.001
666.36870181	0.001
666.622703142	0.001
666.876695597	0.001
667.130679176	0.001
667.384653878	0.001
667.638619701	0.001
667.892576646	0.001
668.146524713	0.001
668.400463899	0.001
668.654394206	0.001
668.908315632	0.001
669.162228176	0.001
669.416131839	0.001
669.67002662	0.001
669.923912519	0.001
670.177789533	0.001
670.431657665	0.001
670.685516911	0.001
670.939367273	0.001
671.193208749	0.001
671.44704134	0.001
671.700865044	0.001
671.954679861	0.001
672.20848579	0.001
672.462282831	0.001
672.716070984	0.001
672.969850247	0.001
673.223620621	0.001
673.477382105	0.001
673.731134697	0.001
673.984878399	0.001
674.238613208	0.001
674.492339125	0.001
674.74605615	0.001
674.99976428	0.001
675.253463517	0.001
675.507153859	0.001
675.760835307	0.001
676.014507858	0.001
676.268171514	0.001
676.521826272	0.001
676.775472134	0.001
677.029109098	0.001
677.282737163	0.001
677.53635633	0.001
677.789966597	0.001
678.043567965	0.001
678.297160432	0.001
678.550743998	0.001
678.804318662	0.001
679.057884425	0.001
679.311441285	0.001
679.564989242	0.001
679.818528295	0.001
680.072058444	0.001
680.325579688	0.001
680.579092027	0.001
680.83259546	0.001
681.086089987	0.001
681.339575608	0.001
681.59305232	0.001
681.846520125	0.001
682.099979021	0.001
682.353429009	0.001
682.606870086	0.001
682.860302254	0.001
683.113725511	0.001
683.367139857	0.001
683.620545291	0.001
683.873941814	0.001
684.127329423	0.001
684.380708119	0.001
684.634077901	0.001
684.887438769	0.001
685.140790722	0.001
685.394133759	0.001
685.647467881	0.001
685.900793086	0.001
686.154109374	0.001
686.407416744	0.001
686.660715197	0.001
686.91400473	0.001
687.167285345	0.001
687.42055704	0.001
687.673819814	0.001
687.927073668	0.001
688.1803186	0.001
688.433554611	0.001
688.686781699	0.001
688.939999864	0.001
689.193209106	0.001
689.446409424	0.001
689.699600817	0.001
689.952783285	0.001
690.205956828	0.001
690.459121444	0.001
690.712277134	0.001
690.965423896	0.001
691.218561731	0.001
691.471690638	0.001
691.724810615	0.001
691.977921663	0.001
692.231023782	0.001
692.48411697	0.001
692.737201227	0.001
692.990276552	0.001
693.243342946	0.001
693.496400406	0.001
693.749448934	0.001
694.002488528	0.001
694.255519188	0.001
694.508540913	0.001
694.761553703	0.001
695.014557557	0.001
695.267552475	0.001
695.520538456	0.001
695.773515499	0.001
696.026483605	0.001
696.279442772	0.001
696.532393	0.001
696.785334289	0.001
697.038266637	0.001
697.291190045	0.001
697.544104512	0.001
697.797010037	0.001
698.04990662	0.001
698.30279426	0.001
698.555672957	0.001
698.808542709	0.001
699.061403518	0.001
699.314255382	0.001
699.5670983	0.001
699.819932272	0.001
700.072757298	0.001
700.325573377	0.001
700.578380508	0.001
700.831178691	0.001
701.083967925	0.001
701.33674821	0.001
701.589519546	0.001
701.842281931	0.001
702.095035365	0.001
702.347779848	0.001
702.600515379	0.001
702.853241958	0.001
703.105959584	0.001
703.358668256	0.001
703.611367975	0.001
703.864058739	0.001
704.116740547	0.001
704.3694134	0.001
704.622077297	0.001
704.874732238	0.001
705.127378221	0.001
705.380015246	0.001
705.632643313	0.001
705.885262421	0.001
706.13787257	0.001
706.390473759	0.001
706.643065987	0.001
706.895649255	0.001
707.14822356	0.001
707.400788904	0.001
707.653345286	0.001
707.905892704	0.001
708.158431158	0.001
708.410960649	0.001
708.663481174	0.001
708.915992735	0.001
709.168495329	0.001
709.420988957	0.001
709.673473619	0.001
709.925949313	0.001
710.178416039	0.001
710.430873796	0.001
710.683322585	0.001
710.935762404	0.001
711.188193252	0.001
711.440615131	0.001
711.693028038	0.001
711.945431973	0.001
712.197826936	0.001
712.450212927	0.001
712.702589944	0.001
712.954957987	0.001
713.207317056	0.001
713.45966715	0.001
713.712008268	0.001
713.964340411	0.001
714.216663577	0.001
714.468977766	0.001
714.721282977	0.001
714.973579211	0.001
715.225866465	0.001
715.478144741	0.001
715.730414036	0.001
715.982674352	0.001
716.234925686	0.001
716.48716804	0.001
716.739401411	0.001
716.9916258	0.001
717.243841206	0.001
717.496047629	0.001
717.748245067	0.001
718.000433521	0.001
718.25261299	0.001
718.504783473	0.001
718.75694497	0.001
719.009097481	0.001
719.261241004	0.001
719.513375539	0.001
719.765501086	0.001
720.017617645	0.001
720.269725214	0.001
720.521823793	0.001
720.773913381	0.001
721.025993979	0.001
721.278065585	0.001
721.530128199	0.001
721.78218182	0.001
722.034226448	0.001
722.286262083	0.001
722.538288723	0.001
722.790306369	0.001
723.042315019	0.001
723.294314674	0.001
723.546305332	0.001
723.798286993	0.001
724.050259657	0.001
724.302223323	0.001
724.554177991	0.001
724.806123659	0.001
725.058060328	0.001
725.309987997	0.001
725.561906665	0.001
